"Labeled Data","Final Label","Dataset Name"
"Eileen could work more at leading others.","NA","Mentor"
"Her comfort zone is working by herself.
","NA","Mentor"
"This is just a hard area for an intern to work on because they are generally the low man on the totem pole.","NA","Mentor"
" As Ally's career progresses, I have no doubt she will be able to pull from her experiences as a student-athlete and business professional to become a great leader.
","NA","Mentor"
"I would help facilitate these conversations and partake in them as I am a transfer student myself. 
","NA","Student"
" As Ally's career progresses, I have no doubt she will be able to pull from her experiences as a student-athlete and business professional to become a great leader.
","NA","Mentor"
"I would help facilitate these conversations and partake in them as I am a transfer student myself. 
","NA","Student"
" As Ally's career progresses, I have no doubt she will be able to pull from her experiences as a student-athlete and business professional to become a great leader.
","IDK","Mentor"
"This is just because she wasn't really a project lead this semester","NA","Mentor"
"so I wasn't able to see her leadership skills.
","NA","Mentor"
"This is mainly due to experience level and opportunities to grow leadership.","NA","Mentor"
"I've started to see developments on this front recently assisting in training for new hires.","STF","Mentor"
"I would ask them their opinions on these things, so they could feel freer to open up about their ideas.","TF","Student"
"I've started to see developments on this front recently assisting in training for new hires.","NA","Mentor"
"I would ask them their opinions on these things, so they could feel freer to open up about their ideas.","NA","Student"
"I've started to see developments on this front recently assisting in training for new hires.","IDK","Mentor"
"This will come with time and experience.
","NA","Mentor"
"During weekly lab meetings, my lab mates and Dr. Alper would sit with me and we would bounce ideas, problems, and solutions, off of one another so that we could see the problems from all angles.","NA","Student"
"This is not something she is able to do a lot in this position, but in the future maybe working more closely with the other interns and GAs in the office she could take the lead on a social media campaign
","NA","Mentor"
"During weekly lab meetings, my lab mates and Dr. Alper would sit with me and we would bounce ideas, problems, and solutions, off of one another so that we could see the problems from all angles.","NA","Student"
"This is not something she is able to do a lot in this position, but in the future maybe working more closely with the other interns and GAs in the office she could take the lead on a social media campaign
","NA","Mentor"
"During weekly lab meetings, my lab mates and Dr. Alper would sit with me and we would bounce ideas, problems, and solutions, off of one another so that we could see the problems from all angles.","IDK","Student"
"This is not something she is able to do a lot in this position, but in the future maybe working more closely with the other interns and GAs in the office she could take the lead on a social media campaign
","NA","Mentor"
"This is partially because we don't give her the opportunity to lead others in our office, although she does a fantastic job of taking the lead on entire projects.","IDK","Mentor"
"During weekly meetings with the Transfer Agency, I was delegated the responsibility of recording the minutes.","TF","Student"
"This is partially because we don't give her the opportunity to lead others in our office, although she does a fantastic job of taking the lead on entire projects.","NA","Mentor"
"During weekly meetings with the Transfer Agency, I was delegated the responsibility of recording the minutes.","STC","Student"
"This is partially because we don't give her the opportunity to lead others in our office, although she does a fantastic job of taking the lead on entire projects.","NA","Mentor"
"I do think that she might benefit from thinking about the why behind the student video features we do in addition to getting them done.","NA","Mentor"
"Her work is excellent, but stepping back from it to see how each of these features or stories we tell fits into our overall strategy as an office would benefit her.","NA","Mentor"
"Once again, this is partially our office's fault for not explaining these things and more clearly articulating our vision, but I think someone can easily get burned out in a role if they approach it in a way that is too workmanlike.","TF","Mentor"
"Meeting shared goals and clarifying the vision was a satisfying responsibility.
","TF","Student"
"Once again, this is partially our office's fault for not explaining these things and more clearly articulating our vision, but I think someone can easily get burned out in a role if they approach it in a way that is too workmanlike.","NA","Mentor"
"If you're just completing tasks to get them done instead of seeing how they contribute to a greater mission, it's not hard to see why you would lose interest or burn out.
","STF","Mentor"
"This is what we would expect.","NA","Mentor"
"It's difficult to lead while learning a new skill.
","NA","Mentor"
"I was able to show that with perseverance, determination, and ambition would can reach your goals and pursue the career of your dreams.","STF","Student"
"Again, teaching the MedEx students allowed me to expand on my leadership skills, show them what the mission of the program was, and assist them in working through this. 
","IDK","Student"
"At his age, this is not a bad thing.","NA","Mentor"
"This will come in time.
","NA","Mentor"
"This isn't an area we were able to offer experience in but we have no doubts that Lane will become, should she wish, a fair and successful leader.
","NA","Mentor"
"I was able to show these girls that it is empowering to be a women in a STEM even though more likely than not you will be in the minority.","TF","Student"
"This isn't truly a problem, but I will encourage her to show leadership in making suggestions and volunteering ideas.
","STF","Mentor"
"This may already be an area that Chris excels at, but it wasn't a skill he leveraged during his internship at NCR.","NA","Mentor"
"Either way, it is a valuable skill for any professional to have and would be worth investing time in improving.
","NA","Mentor"
"This may be only my perception, since I was not close with Shahab 8hrs a day, but I feel he could learn new things faster or solve problems more efficiently by brainstorming with colleagues and formulating rough ideas to others and receive feedback or alternate approaches.
","STC","Mentor"
"This one is difficult - only improvement might be to communicate better with questions.","NA","Mentor"
"Hard to say because I feel Anna is already good at this.
","NA","Mentor"
"This past semester John was learning the ropes, but in the future he will be expected to lead new recruits and pass his knowledge and experience to them.
","STF","Mentor"
"This past semester, she didn't have many opportunities to show leadership as she did last semester, but I still feel that she is strong in this area overall.
","NA","Mentor"
"Each morning, my supervisor would write out a task for each worker on a white board.","TC","Student"
"This past semester, she didn't have many opportunities to show leadership as she did last semester, but I still feel that she is strong in this area overall.
","NA","Mentor"
"Each semester our mentor helps us each develop individual learning goals and uses each of these together alongside our individual strengths to make the pressroom operate more smoothly. 
","STF","Student"
"This position did not require Sydney to undertake a leadership role, so I did not see her in that capacity very often.","NA","Mentor"
"Each semester our mentor helps us each develop individual learning goals and uses each of these together alongside our individual strengths to make the pressroom operate more smoothly. 
","TF","Student"
"This position did not require Sydney to undertake a leadership role, so I did not see her in that capacity very often.","NA","Mentor"
"Each semester our mentor helps us each develop individual learning goals and uses each of these together alongside our individual strengths to make the pressroom operate more smoothly. 
","STF","Student"
"I think though, as she gains more experience, she will be an effective leader, as she is a critical thinker who is able to prioritize her work and meet deadlines.
","STC","Mentor"
"This role does not give him traditional forms of leadership.","NA","Mentor"
"While is a leader in our social media plan, he doesn't have the opportunity to lead people or large projects.
","NA","Mentor"
"This semester I gave Jillian several opportunities to lead projects and make them her own, rather than having her do tasks for me related to these projects - she was very successful at this.
","NA","Mentor"
"I feel like this falls under the Awareness in the leadership category because she had to know the strengths of each individual to know where to properly place them in order to have a successful event.
","STC","Student"
"At this stage of the internship, Leadership would be a difficult competency to demonstrate but needs to be an area of focus as Alvin progresses in his career.
","NA","Mentor"
"There were many times where we stopped and I, or someone else, would bring up an idea that made other people express their opinions on the process steps and what is the right order or if there should be steps added in.
","STF","Student"
"This semester we didn't really provide Cole with the opportunity to demonstrate his leadership skills.","NA","Mentor"
"However, Cole has now been voted the VP for the Makerspace.
","NA","Mentor"
"Each time we meet for our social media meeting, we are able to have face-to-face discussion on how to execute our upcoming content.","NA","Student"
"This semester, Ashley has really shown growth in the area of Leadership.","NA","Mentor"
"Each time we meet for our social media meeting, we are able to have face-to-face discussion on how to execute our upcoming content.","NA","Student"
"This semester, Ashley has really shown growth in the area of Leadership.","NA","Mentor"
"She gone beyond collaboration to help guide and lead her fellow interns in the writing and editing process.
","STF","Mentor"
"This should not be seen as a knock on Ally.","NA","Mentor"
"This position just doesn't lend itself to really leading others.","NA","Mentor"
"However, I feel very strongly that Ally will be a great leader as her career progresses.
","NA","Mentor"
"This should not be seen as a knock on Dani's ability, but more a reflection on her experience.","NA","Mentor"
"Each week I attended a meeting with the social media team where we planned the social media postings for the upcoming week(s).","NA","Student"
"This should not be seen as a knock on Dani's ability, but more a reflection on her experience.","NA","Mentor"
"As her full-time career grows, I have no doubt that she will become a great leader.","NA","Mentor"
"However, as an intern, this was an area that she wasn't able to work on as directly as the other areas.
","NA","Mentor"
"This student has been highly proactive in coordinating work with his mentor and other collaborators for carrying out excellent research work.
","NA","Mentor"
"He evaluates the team's performance at the game the weekend before and evaluates the strengths in our opponent and creates a theme to empower the team.","TF","Student"
"Seeing the coach use a single phrase to lead the team to an overall goal for that week was excellent observation of accomplishing a shared goal. 
","TF","Student"
"This student may have great leadership but his position didn't give him a stage to show it.
","NA","Mentor"
"This was a tough question to answer, as Sneha excelled in all of these categories.","NA","Mentor"
"Furthermore, her leadership skills were not strenuously tested during this internship.","NA","Mentor"
"One of Sneha's tasks was to work with another undergraduate level intern, and she sufficiently helped and guided him whenever he approached her with specific questions.","STF","Mentor"
"I think she will grow into a more proactive leader when given more leadership tasks.
","NA","Mentor"
"This will be derived from experience as Lili continues to grow.
","NA","Mentor"
"Thomas is reserved and can easily get lost in the crowd if he is not held accountable or challenged on a regular basis.","NA","Mentor"
"Knowing this, it was necessary to remain in close communication with Thomas to ensure that he was doing ok and being challenged and supported.
","NA","Mentor"
"Though it is more difficult for the intern to excel at leadership, I would like to see him become more self motivated to take on specific task within the office.
","IDK","Mentor"
"Audra, has shown great leadership in the general operation of the makerspace, however has not been given the opportunity to take a leadership role within the internship team.","NA","Mentor"
"I believe she has the ability and would encourage her to grow in this further.
","NA","Mentor"
"Tiffani is a great leader, but as many of my other mentors she could use more practice in her leadership skills.","NA","Mentor"
"She has great ideas, and with more leadership skills she will be able to bring more of her ideas to reality.
","NA","Mentor"
"Tiffany is truly autonomous and takes initiative in her work to make it the best!
","NA","Mentor"
"To be honest, she is most likely all of the above competencies.","NA","Mentor"
"Every day I worked with two other interns from other schools and coordinated our schedules and projects we were working on
","NA","Student"
"To be honest, she is most likely all of the above competencies.","NA","Mentor"
"Every day I worked with two other interns from other schools and coordinated our schedules and projects we were working on
","NA","Student"
"To be honest, she is most likely all of the above competencies.","NA","Mentor"
"She did really excel in her leadership this semester as a returning intern.","NA","Mentor"
"She took projects such as the Clemson Students account to the next level and she helped our newest intern out tremendously.
","NA","Mentor"
"Tony has been an incredible individual to work with because of his personable nature and his kind spirit.","NA","Mentor"
"He loves people very well and cares for others and their wellbeing.","TF","Mentor"
"If there is anything that Tony can do or improve to make things easier for his coworkers or supervisors, he is more than ready and willing to do so.","NA","Mentor"
"Tony also strives for excellence personally.","NA","Mentor"
"While sometimes he lacks attention to detail, he is quick to assume responsibility for his mistakes and strives to be a better employee and person every day.","STF","Mentor"
"Lastly, Tony is an excellent leader of groups and volunteers.","NA","Mentor"
"He is engaging and manages groups well to keep them on task and also create innovative and fun ways for groups to engage in tasks as well.","TC","Mentor"
"He is good at keeping a list of tasks in his head that always need to be accomplish and then finds and manages the right people to complete the task.","STF","Mentor"
"Very consistent in getting tasks done punctually, high quality of work done, and strong desire to to do a good job
","NA","Mentor"
"Tre' is a great mentor, he has helped his mentee develope great study habits and learn to find their nitch on how to studey.","NA","Mentor"
"His past mentees and present mentees still come to him for help and advice.
","TF","Mentor"
"Overall, it seemed that everyone had a great deal of understanding for what their job entailed and the supervisor rarely had to tell them what to do.
","TC","Student"
"His past mentees and present mentees still come to him for help and advice.
","IDK","Mentor"
"Overall, it seemed that everyone had a great deal of understanding for what their job entailed and the supervisor rarely had to tell them what to do.
","IDK","Student"
"Tre is a PEER mentor in his sophmore year of college and doing an amazing job of leading his mentees.
","NA","Mentor"
"However, as the summer went on, I came to realize the value in sharing during these meetings and just hearing what others had to say, because the different viewpoints almost always were helpful.","NA","Student"
"Trina has a strength in her analytical skills.","NA","Mentor"
"She is able to see what may or may not be working in a situation and creatively think of ways to improve the situation.","IDK","Mentor"
"These questions never have one correct answer, and when everyone adds their own opinion on the matter, we all can reach a common goal in writing the rule or procedure for the certain safety topic.
","STF","Student"
"She is able to see what may or may not be working in a situation and creatively think of ways to improve the situation.","NA","Mentor"
"She can problem solve quickly.
","NA","Mentor"
"Tykia is now in her second semester with us and her skill sets are such that she is ready to lead and train her colleagues.","NA","Mentor"
"Though she did not have many opportunities to demonstrate her leadership skills, she will in future rotations.
","NA","Mentor"
"Every monday at our Distribution center is the busiest day for the oubound team and every thursday is the busiest day for the inbound team.","NA","Student"
"Tyler was ble to get his metors involved in campus activities and other oganizations through his leadership abilities
","NA","Mentor"
"Unlike academia where much work is independent in nature, in industry, engineers work as a team in a very fast-paced environment.","NA","Mentor"
"Qing is a good team player, but he needs to work on timely and complete execution of tasks for his role in the team.","NA","Mentor"
"We all had to lead discussions related to which events the University would cover that week and how we would cover them. 
","STC","Student"
"I would often find he had work completed but wanted to get something else done too before handing off what he completed to another teammate.","NA","Mentor"
"This reduces agility and makes teammates wonder why things are taking so long (when in fact they've been done).","NA","Mentor"
"But, this is something that is learned over time.","NA","Mentor"
"Qing and I have spoken about it, and he's working to improve upon this.
","NA","Mentor"
"Azrin maintained a great relationship with his mentees throughout the entire year.","NA","Mentor"
"He was often called upon to be a representative for PEER to talk about our organization and the services that we offer.
","NA","Mentor"
"Aaron did not have many opportunities to demonstrate this.
","NA","Mentor"
"Using the whole team as his resource would help Shahab grow more
","IDK","Mentor"
"Very good at getting the groups started on projects without being asked.
","NA","Mentor"
"They were talking about getting photos from move-in, and as an RA, I had all the information about move-in and they asked me questions about dates and times, and I was able to tell them a plausible way to help them get the images they needed. 
","IDK","Student"
"very knowledgeable and could be a great leader, just needs the opportunity
","NA","Mentor"
"Very self motivated and took on projects with little or no supervision.","IDK","Mentor"
"Always willing to help and learn as much as possible about the job and the expectations.
","NA","Mentor"
"Very strong leader of the body-in-white team; excellent technical depth; leads by example and is recognized as an authority by the entire team
","TF","Mentor"
"very timid at times, stays to self
","NA","Mentor"
"Victoria had lead the school book project for three semesters.","NA","Mentor"
"She has managed this project with a team of two other interns and done a great job of setting a vision and executing the vision.
","IDK","Mentor"
"Most notably was the development of the magnetically damped check valve, where valve experts worked with magnetic experts, machining experts and testing experts.
","NA","Student"
"She has managed this project with a team of two other interns and done a great job of setting a vision and executing the vision.
","TF","Mentor"
"Most notably was the development of the magnetically damped check valve, where valve experts worked with magnetic experts, machining experts and testing experts.
","NA","Student"
"Victoria had to make decisions - many times on the fly.","NA","Mentor"
"She was always thoughtful and deliberate about the process.
","NA","Mentor"
"The previous meeting we had, we were able to ask for suggestions from the staff.","NA","Student"
"Every time I complete a design project, I send it to multiple people on the team and ask them if they have any thoughts on how it could be improved.","NA","Student"
"Victoria has leadership skills but could continue to strengthen her ability to utilize the strengths of all of those in the group surrounding her as she moves forward in her degree and towards graduation.
","IDK","Mentor"
"Every time I complete a design project, I send it to multiple people on the team and ask them if they have any thoughts on how it could be improved.","IDK","Student"
"or I detail my design project, and I ask for a second level of feedback.","IDK","Student"
"Vinay can, at times, come across as soft spoken.","NA","Mentor"
"Every day i see these employees assign different interns to different tasks so that all the tasks are completed on time.","TC","Student"
"When leading a group it is helpful to project one's voice and show some confidence.","NA","Mentor"
"This most likely is due to the fact that he is only here for a short time and had a limited role.","NA","Mentor"
"I do think he does have very good leadership skills and would flourish in an environment where he is given more opportunities to lead.
","IDK","Mentor"
"Bailey brings a level a poise to the work she does that very few othere in her peer group could acheive.","NA","Mentor"
"She takes charge of situations, she is self-directed and she finds ways to bring great things out of those she works with, even beyond what they thought was possible.
","TF","Mentor"
"Wasn't given many opportunities to show this so we hope to do that in the spring!
","NA","Mentor"
"We can expect the student to develop more leadership skills as he advances in his study and career.
","NA","Mentor"
"Every Tuesday we would have the social media meeting in which the videographers would meet with the social media team and we would discuss content.","NA","Student"
"We can expect the student to develop more leadership skills as he advances in his study and career.
","NA","Mentor"
"We welcome Liyang's involvement and critical thinking in our healthcare projects.","NA","Mentor"
"However, I believe Loyang is used to a more structured environment and is hesitant to put forth ideas on his own thinking out of respect for more senior members of the team.","IDK","Mentor"
"I was given the award one week and got to choose the next recipient of the award.","TC","Student"
"However, I believe Loyang is used to a more structured environment and is hesitant to put forth ideas on his own thinking out of respect for more senior members of the team.","STC","Mentor"
"Liyang is a great thinker and we welcome his personal input on the projects at hand.
","NA","Mentor"
"We were not able to put him in any leadership roles this semester","NA","Mentor"
"but we expect he would be excellent in this area as well.
","NA","Mentor"
"When addressing issues there are times Thomas needs to take more of a leadership role.
","NA","Mentor"
"Whereas I believe that Aditya can and will make a strong leader one day, unfortunately this position is not well suited to show off leadership skills.","NA","Mentor"
"At this distribution center, the Inventory Department consists of just one person; the Inventory Manager, so there are no employees to lead.","NA","Mentor"
"However, Aditya has performed well when called upon to direct employees involved in any day to day inventory functions and projects.
","NA","Mentor"
"While Hannah excelled in her contributions on our team, the internship role did not lend itself to a strong representation from the above listed LEADERSHIP competency.","NA","Mentor"
"I can see her career benefitting from a boost in self-confidence in her knowledge and abilities going forward.
","NA","Mentor"
"While Sarah excelled in her contributions on our team, the internship role did not lend itself to a strong representation from the above listed LEADERSHIP competency.","NA","Mentor"
"I can see her career benefitting from a boost in self-confidence in her own knowledge and abilities going forward.
","NA","Mentor"
"I think I learned leadership skills by helping lead these weekly meetings. 
","NA","Student"
"While she did show leadership skills in her work on several projects, I never really felt like she stepped up as a definitive leader during the course of production on projects.","NA","Mentor"
"I think she still has some room to grow in terms of confidence with the process and will be given an opportunity to take the lead on a project to test and grow these skills.
","NA","Mentor"
"If it was, a committee would be formed and the members of said committee would be responsible for executing the solution.","STC","Student"
"While there have not been that many opportunities for collaboration and working with others, our organization has various departments and experts.","NA","Mentor"
"I would have liked to have seen Lucinda get to know and utilize those folks more deeply over her time here.","STC","Mentor"
"I think this confidence and maturity will certainly come with time and I am not concerned at all that she will not develop this strength with a little more experience.
","NA","Mentor"
"Bailey is a growing leader, but still has ways to grow in her confidence and ability to step up and step out in taking on leadership roles.
","NA","Mentor"
"Every week, all of the members of the lab would gather for a lab meeting in which the lab members would share the data they had gathered and ask each other for advice and share information.","NA","Student"
"While Tyler works well in a team, she can improve in taking the inititiave or a leadership role.","NA","Mentor"
"Every week, all of the members of the lab would gather for a lab meeting in which the lab members would share the data they had gathered and ask each other for advice and share information.","IDK","Student"
"While Tyler works well in a team, she can improve in taking the inititiave or a leadership role.","IDK","Mentor"
"She is becoming more familiar with our programs and events and hopefully will do so next semester.
","NA","Mentor"
"William likes to do things himself, instead of delegating.","STC","Mentor"
"He could expand this by learning to lead others to do things they are capable of doing, which he has been working on.
","NA","Mentor"
"William not only works with his mentees as a mentor but takes on other mentees and help them during study hall with Math and other homework.
","NA","Mentor"
"Every week.","NA","Student"
"William not only works with his mentees as a mentor but takes on other mentees and help them during study hall with Math and other homework.
","STF","Mentor"
"Every week.","NA","Student"
"William not only works with his mentees as a mentor but takes on other mentees and help them during study hall with Math and other homework.
","STF","Mentor"
"worked solo
","NA","Mentor"
"During my internship I was consistently working with clients because the firm recognized that I have good social skills.","NA","Student"
"Everyone in the lab group is working on the same projects, but we all work on different sub projects.","NA","Student"
"Worked solo most of the semester
","NA","Mentor"
"He also understood that I am learning and often pointed me in a good starting direction.","STF","Student"
"Zach has great leadership skill as he has guided some of his past mentee with his leadership skills who are not mentors as well.
","STF","Mentor"
"Zach has great leadership skills and displays them withhis mentors and with his fraternity
","NA","Mentor"
"This allowed me to hear many different opinions in order to reach the goal of finding the best visual representation of information.
","NA","Student"
"Bailey worked one part-time internship and her goals were to learn job skills needed to perform her job tasks.","NA","Mentor"
"In one semester, she was not able to attain the experience needed to develop leadership skills.
","NA","Mentor"
"We benefited from their strengths.
","IDK","Student"
"For most the time I was responsible for closing the WATT center IT department.","NA","Student"
"For my internship, I used leadership skills when I helped lead a meeting between two full-time members and another intern to go over my project and the next steps looking at the requirements of the task and draw out an agreed upon solution.","NA","Student"
"I collaborated with others and brought them into my project to give me their opinions on how we should develop the campaign to achieve our common goal of recruiting more Ag Ed students.","TF","Student"
"Then based on these discussions, we came to an agreement on the best way to proceed. 
","IDK","Student"
"I was able to communicate different resources, opportunities, and my own experiences to help them begin to achieve that goal at their time here at Clemson.
","IDK","Student"
"BECAUSE I DIDN'T ALLOW FOR ANY EXPOSURE FOR CHINMAY.","NA","Mentor"
"IT WOULD HAVE BEEN A BENEFIT","NA","Mentor"
"BUT, THE SITUATION DIDN'T ALLOW
","NA","Mentor"
"Shortly after we were asked about the projects that we had worked on and the software which we were familiar with.","NA","Student"
"BUT, THE SITUATION DIDN'T ALLOW
","NA","Mentor"
"Shortly after we were asked about the projects that we had worked on and the software which we were familiar with.","NA","Student"
"I was a great substitute in that position by virtue of my 3 previous internships on the shop floor.","NA","Student"
"For one small project we were working on","NA","Student"
"We were trying to determine the best location for this ice maker in one of the labs so that we could easily access the water and electrical lines.","NA","Student"
"Many people from different backgrounds were present and talked about their many ongoing projects to better the festival.
","NA","Student"
"Everyone got to give their opinions and comments, and we came up with good ideas.
","NA","Student"
"I made sure everyone got a chance to give their different ideas and opinions on all the ideas stated.","STF","Student"
"This was hard to do as not all the team members were on board with what my company was doing, and they did not necessarily want to do an extra task.","STC","Student"
"This was a good strategy to make sure everyone was on the same page and give them a little motivation to help me complete my job.","STF","Student"
"I talked about both the pros and cons of my idea and asked for feedback.","STF","Student"
"Because of not being an engineering major, Isabelle holds back some from taking a frontal role in our STEM programs.","NA","Mentor"
"For one event we were managing, a special donor event held in Raleigh, NC, I was tasked with the job of calling several people to see if they were planning on attending.","NA","Student"
"She is an excellent team player.
","NA","Mentor"
"For one event we were managing, a special donor event held in Raleigh, NC, I was tasked with the job of calling several people to see if they were planning on attending.","NA","Student"
"She is an excellent team player.
","IDK","Mentor"
"For one event we were managing, a special donor event held in Raleigh, NC, I was tasked with the job of calling several people to see if they were planning on attending.","STC","Student"
"She is an excellent team player.
","NA","Mentor"
"Some of the people who had been slightly rude at the beginning of the call, quickly agreed to attend the event!
","NA","Student"
"For the Rhondda Thomas project, I gathered my team members together to discuss ideas surrounding the Book of Names and the spring event.","NA","Student"
"We all talked about what we wanted the program to look like and then planned out steps to make it happen.","STF","Student"
"One specific example was about 2 weeks ago when a coworker was promoted to a managerial position.","TC","Student"
"i have rarely seen a more approachable manager but he still conveys his point.","IDK","Student"
"From the beginning when I first joined the team at Madren Center, the supervisors encourage all of us to look towards our goal for the end of the semester.","STF","Student"
"General support of others in the office in order to allow them to achieve their goals by contributing to projects in any way I could so that they would be successful
","TF","Student"
"Because of not having the engineering background, Hannah was somewhat hesitant to take the lead with our STEM programs.","NA","Mentor"
"However, she was eager to be part of the team, always very helpful and was excellent in giving an insightful, different perspective.
","STF","Mentor"
"I would show him my research and tell him things I found interesting and he would give his opinion. 
","NA","Student"
"Sharing a same goal of minimizing the defects, I took this matter to the quality manager.
","NA","Student"
"Having to host auditions for Vagina Monologues and empower the group to successfully learn parts 
","IDK","Student"
"Because she hasn't the opportunity to leader a team
","NA","Mentor"
"All of the supervisors that work at CB + D, show great leadership skills and molded us interns into leaders; they definitely instilled some of those leadership skills into us.","STF","Student"
"Because she hasn't the opportunity to leader a team
","NA","Mentor"
"Led and guided undergrad interns in a number of situations.
","IDK","Student"
"Helped student organizations leaders to plan events and create their vision of an event while encouraging them to make the event as inclusive for Clemson students as possible. 
","IDK","Student"
"Hosted several meetings to discuss and solve issues.
","NA","Student"
"While I have been attending these meetings, It became clear to me that beef production techniques vary among every producer.","NA","Student"
"I acted as a leader on the farm during each shift that I worked because of the independence involved.","NA","Student"
"Becca is a great team player, but does not always step up and take the leadership role in areas where we know that she would excel.
","NA","Mentor"
"Same with communication, they know each student is different and they have to approach things differently every time.","NA","Student"
"They do this day in and day out and they never get burned out or lose patience.
","IDK","Student"
"I acted on behalf of Clemson internal communications when determining how to frame a story about Tiger Advocates.","NA","Student"
"This would allow us to share ideas and solutions to common problems. 
","IDK","Student"
"I always asked questions that would lead to the best articles written with passion and knowledge, but one particular instance I was not getting as much of a response","NA","Student"
"I always encouraged my teammates to think systematically so that each and every argument could be done systematically and productive outputs can be obtained from the discussion.
","STF","Student"
"I am able to lead others.","IDK","Student"
"Being the newest member of the team, I did not expect this competency.","NA","Mentor"
"But Sarah Grace can be reserved, so it will be interesting to see how this skill develops.
","NA","Mentor"
"She devotes herself on everything about billing.","NA","Student"
"I have also communicated with other current interns to establish one common voice throughout Clemson's media. 
","STF","Student"
"We are adding more people and changing some of our processes.","NA","Student"
"My code runs at the heart of CEVAC because my coworkers scripts reference my tables and require reliable data. 
","NA","Student"
"I am the Assistant Program Director, it is my job to serve in assisting groups in determining objectives for the semester, and making sure that they are on task to meet their goals.","TC","Student"
"Ben has a demonstrated record of accomplishing tasks and keeping the shop running smoothly
","STC","Mentor"
"Abby did not have the opportunity to demonstrate her leadership in our work.","NA","Mentor"
"I'd like her to challenge herself to look for opportunities to gain practical experience in this realm.
","NA","Mentor"
"I had previously committed to continuing my part time UPIC internship during my full time internship in the fall.","NA","Student"
"I'd like her to challenge herself to look for opportunities to gain practical experience in this realm.
","NA","Mentor"
"and we talked about what was best for me and for the office.","IDK","Student"
"As one of the heads, we decided to come up with a list of events that we would want to do.","TC","Student"
"I am the main channel for the students to talk to about the study abroad program.","IDK","Student"
"I am the oldest of the interns and they all look to me to guide them when starting task and ask me to evaluate them upon completion. 
","TC","Student"
"Ben's greatest area for improvement is in the category of leadership.","NA","Mentor"
"As an intern, Ben had the opportunity to lead a team in a week long focus on workplace organization and ventilation.","NA","Mentor"
"While he did a great job, it was apparent that, as with us all, further development in this area is necessary.","NA","Mentor"
"He should work to understand other's strengths and weaknesses and apply the strengths in a way that advances the team towards its common goal.
","TF","Mentor"
"I took on the role to focus on visa applications and as a guide before and during the orientation process in Paris.
","NA","Student"
"I assisted my supervisor in answering questions about how these technologies can be beneficial in nursing to groups of nursing students that came in the lab to experience the technologies for class. 
","NA","Student"
"Everyone worked together to improve the service desk at Cooper Library and kept everyone updated on ideas and gave feedback.","NA","Student"
"The first half of the meeting was all about recognizing and appreciating employees for their work in the previous fiscal year.","STF","Student"
"During the second half, Emily developed and capitalized on the unique strengths of her individual employees.","STF","Student"
"This definitely created a sense of collaboration and allowed employees to work with people they may not normally interact with.","STF","Student"
"I had the opportunity to share my opinion, work in groups, conduct hypothetical situations and case studies.","NA","Student"
"Bethany was not able to be in a position of leadership, so it was difficult to evaluate this characteristic.","NA","Mentor"
"I'm sure she would thrive though in a leadership position if she were in one.
","NA","Mentor"
"I believe I have an intermediate proficiency in leadership.","NA","Student"
"Through this position I will have to lead 4 girls. 
","NA","Student"
"I believe leadership relates to my Ramen advertising campaign example as well.","NA","Student"
"I believe that many times throughout my internship experience supervisors would recognize the strengths of different researchers.","IDK","Student"
"Our leaders encourage discussion and like us to be open and honest.","TF","Student"
"I believe this happens a lot with me and my boss, we ask each other's opinions, advice or views on different tasks.","STF","Student"
"I came across a senior manager allocating the project to different people based on the strength in their areas.
","STC","Student"
"Blaine exceeds all expectations in these fields.","NA","Mentor"
"If i have to choose one with slight improvement it would be leadership.","NA","Mentor"
"Though she leads well, assertiveness can sometimes lack.","NA","Mentor"
"Being able to adjust and compensate for the wants and needs of athletes as well as utilize their strengths and weaknesses is essential in these meetings. 
","IDK","Student"
"Though she leads well, assertiveness can sometimes lack.","IDK","Mentor"
"Confidence in decision would bring her to a cut above the rest.
","NA","Mentor"
"I communicated my ideas clearly to my colleagues from another division who were impressed to let me work on a project individually with minimal support from them. 
","NA","Student"
"Ultimately, it led to optimum and effective problem solving 
","NA","Student"
"Tigers Unite's goal is to form a community with other student-athletes in hopes to create Tolerance, Inclusion, Growth, Equity, Respect, and Service within the Athletic Department.","NA","Student"
"It gives each organization more support, and creates broader organizational objectives outside of each individual organization.","NA","Student"
"It took over a month of setting schedules and editing it appropriately. 
","NA","Student"
"Blaine is very proactive and shows great initiative at times.","NA","Mentor"
"I would love to see her step up more into a leadership roll come spring to help support and train the new intern as her knowledge of this position has grown immensely.
","NA","Mentor"
"I worked around each person's schedule and tried to place them at their desired role.","IDK","Student"
"My daily goal is to make sure my organization is running smoothly and towards the widest influence for good.","IDK","Student"
"The leadership of the researcher helped me make design choices when making the app.
","NA","Student"
"He had a definite leadership role in these meetings.
","NA","Student"
"Blaine, has been with me for two years.","NA","Mentor"
"Although this job did not have a specific leadership position, by taking initiative ,when I had no direction available, to complete an assignment would be an act of leadership to complete a common goal. 
","TF","Student"
"Her greatest strengths would be all of the above.","NA","Mentor"
"She has developed and learned this job over the years that I am able to lean on her when things get crazy.","NA","Mentor"
"Blaine has the patience and where with all to assist and pick up in any event/situation.","NA","Mentor"
"She has been a leader in helping to train the incoming UPIC intern and make sure they have all of the information they need to succeed.
","NA","Mentor"
